         725212601 function calls (725086874 primitive calls) in 1232.125 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       29    0.000    0.000    0.000    0.000 sqltypes.py:92(__init__)
     3790    0.002    0.000    0.002    0.000 state.py:244(_detach)
     8289    0.020    0.000    0.029    0.000 state.py:251(_cleanup)
    31246    0.103    0.000    0.103    0.000 state.py:277(dict)
     5487    0.060    0.000    0.572    0.000 state.py:296(_initialize_instance)
     3790    0.059    0.000    0.085    0.000 state.py:412(_expire)
     5487    0.002    0.000    0.002    0.000 state.py:521(_instance_dict)
    18747    0.065    0.000    0.068    0.000 state.py:524(_modified_event)
      989    0.044    0.000    0.093    0.000 state.py:611(_commit_all_states)
     8289    0.055    0.000    0.055    0.000 state.py:75(__init__)
       72    0.001    0.000    0.004    0.000 strategies.py:136(__init__)
    23032    0.077    0.000    0.092    0.000 strategies.py:141(setup_query)
       72    0.001    0.000    0.009    0.000 strategies.py:155(init_class_attribute)
       72    0.002    0.000    0.008    0.000 strategies.py:30(_register_attribute)
        8    0.000    0.000    0.000    0.000 threading.py:120(acquire)
        8    0.000    0.000    0.000    0.000 threading.py:140(release)
        2    0.000    0.000    0.000    0.000 threading.py:176(_is_owned)
        2    0.000    0.000    0.000    0.000 threading.py:276(notify)
       18    0.000    0.000    0.000    0.000 threading.py:62(_note)
        3    0.000    0.000    0.000    0.000 threading.py:685(name)
        3    0.000    0.000    0.000    0.000 threading.py:829(currentThread)
     1000    0.017    0.000    0.020    0.000 times.py:44(DateTime_or_None)
      307    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
      174    0.000    0.000    0.000    0.000 tokens.py:98(__init__)
     2981    0.045    0.000    0.063    0.000 topological.py:16(sort_as_subsets)
    11893    0.028    0.000    0.090    0.000 topological.py:43(sort)
      989    0.041    0.000    0.057    0.000 topological.py:55(find_cycles)
    18061    0.027    0.000    0.034    0.000 type_api.py:1137(to_instance)
       49    0.001    0.000    0.001    0.000 type_api.py:1147(adapt_type)
       16    0.000    0.000    0.000    0.000 type_api.py:174(bind_processor)
       12    0.000    0.000    0.000    0.000 type_api.py:188(result_processor)
       29    0.000    0.000    0.000    0.000 type_api.py:226(_has_column_expression)
       28    0.000    0.000    0.000    0.000 type_api.py:264(_has_bind_expression)
        7    0.000    0.000    0.000    0.000 type_api.py:276(compare_values)
       11    0.000    0.000    0.000    0.000 type_api.py:339(_type_affinity)
     7042    0.041    0.000    0.083    0.000 type_api.py:372(_cached_bind_processor)
    26426    0.092    0.000    0.179    0.000 type_api.py:382(_cached_result_processor)
       64    0.001    0.000    0.004    0.000 type_api.py:395(_dialect_info)
       49    0.000    0.000    0.001    0.000 type_api.py:411(_gen_dialect_impl)
       49    0.000    0.000    0.003    0.000 type_api.py:414(adapt)
     7002    0.026    0.000    0.031    0.000 type_api.py:424(coerce_compared_value)
     1008    0.002    0.000    0.002    0.000 type_api.py:53(__init__)
     7028    0.070    0.000    0.903    0.000 type_api.py:57(operate)
      989    0.014    0.000    0.014    0.000 unitofwork.py:109(__init__)
      989    0.002    0.000    0.002    0.000 unitofwork.py:154(has_work)
     5494    0.045    0.000    0.202    0.000 unitofwork.py:228(register_object)
     5445    0.065    0.000    0.150    0.000 unitofwork.py:257(_per_mapper_flush_actions)
    16384    0.099    0.000    0.182    0.000 unitofwork.py:293(states_for_mapper_hierarchy)
      989    0.030    0.000    0.092    0.000 unitofwork.py:300(_generate_actions)
      989    0.046    0.000    8.119    0.008 unitofwork.py:351(execute)
      989    0.016    0.000    0.418    0.000 unitofwork.py:375(finalize_flush_changes)
      989    0.002    0.000    0.002    0.000 unitofwork.py:388(<genexpr>)
    10890    0.031    0.000    0.037    0.000 unitofwork.py:454(__new__)
     5445    0.006    0.000    0.006    0.000 unitofwork.py:524(__init__)
     5445    0.066    0.000    7.338    0.001 unitofwork.py:528(execute)
     5445    0.006    0.000    0.006    0.000 unitofwork.py:553(__init__)
     5445    0.026    0.000    0.553    0.000 unitofwork.py:557(execute)
        1    0.000    0.000    0.000    0.000 util.py:464(__init__)
        4    0.000    0.000    0.004    0.001 util.py:476(_corresponding_column)
        5    0.000    0.000    0.004    0.001 util.py:492(replace)
        1    0.000    0.000    0.000    0.000 util.py:537(__init__)
     1001    0.089    0.000    0.464    0.000 visitors.py:210(iterate)
        1    0.000    0.000    0.005    0.005 visitors.py:304(replacement_traverse)
      5/1    0.000    0.000    0.005    0.005 visitors.py:311(clone)
59093/5017    0.381    0.000    4.550    0.001 visitors.py:75(_compiler_dispatch)
19050/5043    0.173    0.000    1.381    0.000 visitors.py:86(_compiler_dispatch)
      161    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
      161    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
      161    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        1    0.000    0.000    0.000    0.000 weakref.py:223(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:228(__init__)
       12    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
     4500    0.005    0.000    0.005    0.000 weakref.py:245(remove)
    44634    0.151    0.000    0.151    0.000 weakref.py:255(__getitem__)
     5566    0.011    0.000    0.011    0.000 weakref.py:261(__setitem__)
      182    0.000    0.000    0.000    0.000 weakref.py:293(__contains__)
       13    0.000    0.000    0.000    0.000 weakref.py:326(iterkeys)
        2    0.000    0.000    0.000    0.000 weakref.py:332(__iter__)
        1    0.000    0.000    0.000    0.000 weakref.py:79(__setitem__)
       12    0.000    0.000    0.000    0.000 {_codecs.lookup}
        3    0.000    0.000    0.000    0.000 {_codecs.utf_8_decode}
     4997    0.010    0.000    0.010    0.000 {_codecs.utf_8_encode}
    10456    0.008    0.000    0.008    0.000 {_weakref.proxy}
        1    0.000    0.000    0.000    0.000 {any}
    71079    0.092    0.000    0.092    0.000 {built-in method __new__ of type object at 0x8b7e00}
     5004    0.020    0.000    0.020    0.000 {built-in method describe}
     5004    0.039    0.000    0.059    0.000 {built-in method fetch_row}
     5004    0.004    0.000    0.004    0.000 {built-in method field_flags}
      726    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
    16060    0.007    0.000    0.007    0.000 {callable}
603100/601099    1.414    0.000    2.937    0.000 {getattr}
52682/52538    0.128    0.000    0.138    0.000 {hasattr}
     1100    0.001    0.000    0.001    0.000 {hash}
    13888    0.004    0.000    0.004    0.000 {id}
431284/431283    0.512    0.000    0.643    0.000 {isinstance}
  966/960    0.001    0.000    0.001    0.000 {issubclass}
    21991    0.011    0.000    0.011    0.000 {iter}
  3224240    0.858    0.000    0.858    0.000 {len}
        4    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
     5029    0.009    0.000    0.009    0.000 {method 'acquire' of 'thread.lock' objects}
   115687    0.051    0.000    0.052    0.000 {method 'add' of 'set' objects}
    10456    0.011    0.000    0.011    0.000 {method 'affected_rows' of '_mysql.connection' objects}
    33010    0.005    0.000    0.005    0.000 {method 'append' of 'collections.deque' objects}
 19639299    6.032    0.000    6.032    0.000 {method 'append' of 'list' objects}
     5495    0.004    0.000    0.004    0.000 {method 'clear' of 'dict' objects}
        1    0.002    0.002    0.002    0.002 {method 'close' of 'file' objects}
        1    0.009    0.009    0.009    0.009 {method 'commit' of '_mysql.connection' objects}
    33696    0.059    0.000    0.059    0.000 {method 'copy' of 'dict' objects}
    10974    0.007    0.000    0.007    0.000 {method 'difference' of 'frozenset' objects}
    10398    0.015    0.000    0.015    0.000 {method 'difference' of 'set' objects}
    18362    0.019    0.000    0.019    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
     5629    0.002    0.000    0.002    0.000 {method 'discard' of 'set' objects}
       14    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
    10613    0.081    0.000    0.081    0.000 {method 'encode' of 'unicode' objects}
       42    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
       91    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
    25757    0.086    0.000    0.174    0.000 {method 'escape' of '_mysql.connection' objects}
       19    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
      285    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'flush' of 'file' objects}
    89095    0.050    0.000    0.050    0.000 {method 'get' of 'dict' objects}
     6284    0.019    0.000    0.019    0.000 {method 'get' of 'dictproxy' objects}
      726    0.000    0.000    0.000    0.000 {method 'getvalue' of 'cStringIO.StringO' objects}
       42    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
    10456    0.004    0.000    0.004    0.000 {method 'info' of '_mysql.connection' objects}
      127    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
    10456    0.015    0.000    0.015    0.000 {method 'insert_id' of '_mysql.connection' objects}
    13074    0.022    0.000    0.022    0.000 {method 'intersection' of 'frozenset' objects}
    44576    0.041    0.000    0.041    0.000 {method 'intersection' of 'set' objects}
     6965    0.001    0.000    0.001    0.000 {method 'isalpha' of 'str' objects}
    16342    0.006    0.000    0.006    0.000 {method 'isdisjoint' of 'set' objects}
     5487    0.008    0.000    0.008    0.000 {method 'issubset' of 'frozenset' objects}
     8296    0.014    0.000    0.014    0.000 {method 'issuperset' of 'frozenset' objects}
     6181    0.007    0.000    0.007    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'iterkeys' of 'dict' objects}
    13271    0.046    0.000    0.564    0.000 {method 'join' of 'str' objects}
      174    0.000    0.000    0.000    0.000 {method 'join' of 'unicode' objects}
    13328    0.009    0.000    0.009    0.000 {method 'keys' of 'dict' objects}
  2511101    1.339    0.000    1.339    0.000 {method 'lower' of 'str' objects}
     3039    0.003    0.000    0.003    0.000 {method 'lower' of 'unicode' objects}
      145    0.001    0.000    0.001    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
    10456    0.028    0.000    0.028    0.000 {method 'next_result' of '_mysql.connection' objects}
     5487    0.001    0.000    0.001    0.000 {method 'pop' of 'collections.deque' objects}
   161206    0.041    0.000    0.041    0.000 {method 'pop' of 'dict' objects}
    22311    0.031    0.000    0.031    0.000 {method 'pop' of 'list' objects}
    36753    0.007    0.000    0.007    0.000 {method 'popleft' of 'collections.deque' objects}
    10456    3.687    0.000    3.687    0.000 {method 'query' of '_mysql.connection' objects}
        4    0.000    0.000    0.000    0.000 {method 'read' of 'file' objects}
     5029    0.003    0.000    0.003    0.000 {method 'release' of 'thread.lock' objects}
        5    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
     1018    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
       76    0.000    0.000    0.000    0.000 {method 'replace' of 'unicode' objects}
        9    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'rollback' of '_mysql.connection' objects}
       45    0.001    0.000    0.001    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of 'file' objects}
       11    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
     3112    0.003    0.000    0.003    0.000 {method 'split' of 'str' objects}
     8005    0.030    0.000    0.030    0.000 {method 'split' of 'unicode' objects}
       42    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
  2535239    2.236    0.000    2.236    0.000 {method 'startswith' of 'str' objects}
    10456    0.119    0.000    0.119    0.000 {method 'store_result' of '_mysql.connection' objects}
    11801    0.031    0.000    0.031    0.000 {method 'string_literal' of '_mysql.connection' objects}
        2    0.000    0.000    0.000    0.000 {method 'tell' of 'file' objects}
     7001    0.005    0.000    0.005    0.000 {method 'union' of 'set' objects}
    38141    0.073    0.000    0.077    0.000 {method 'update' of 'dict' objects}
    37910    0.020    0.000    0.020    0.000 {method 'update' of 'set' objects}
    14987    0.012    0.000    0.012    0.000 {method 'values' of 'dict' objects}
    10456    0.005    0.000    0.005    0.000 {method 'warning_count' of '_mysql.connection' objects}
     6965    0.003    0.000    0.003    0.000 {method 'write' of 'cStringIO.StringO' objects}
      327    0.003    0.000    0.003    0.000 {method 'write' of 'file' objects}
331579027  143.997    0.000  143.997    0.000 {min}
     5005    0.005    0.000    0.005    0.000 {next}
        1    0.000    0.000    0.000    0.000 {open}
21032/7028    0.052    0.000    1.154    0.000 {operator.eq}
        3    0.000    0.000    0.000    0.000 {posix.getpid}
 22539746   23.955    0.000   23.955    0.000 {range}
      592    0.000    0.000    0.000    0.000 {repr}
29892/29870    0.052    0.000    0.384    0.000 {setattr}
    27393    0.149    0.000    0.149    0.000 {sorted}
    10456    0.057    0.000    0.057    0.000 {sqlalchemy.cutils._distill_params}
        3    0.000    0.000    0.000    0.000 {sys._getframe}
        7    0.000    0.000    0.000    0.000 {thread.allocate_lock}
       24    0.000    0.000    0.000    0.000 {thread.get_ident}
     1000    0.092    0.000    0.092    0.000 {time.strftime}
        3    0.000    0.000    0.000    0.000 {time.time}
    10449    0.029    0.000    0.033    0.000 {zip}

